Parameter;SunDownTime;RulesEngineArgument;16:33;7a2e8b57-84fe-d775-0000-00006567aea4;;;;
Parameter;SunUpDownType;Configuration;Mathematical;7a2e8b57-84fe-d775-0000-00006567aea4;;;;
Parameter;SunUpTime;RulesEngineArgument;08:14;7a2e8b57-84fe-d775-0000-00006567aea4;;;;
Systemvariable;Temperature;Result;2.430000;7a2e8b57-84fe-d775-0000-00006567aea4;;;;
Systemvariable;Time;Result;0;7a2e8b57-84fe-d775-0000-00006567aea4;;;;
Systemvariable;TimerEvents;Result;0;7a2e8b57-84fe-d775-0000-00006567aea4;;;;
Parameter;UpTime;Configuration;07:00;7a2e8b57-84fe-d775-0000-00006567aea4;;;;
Parameter;UpdateTime;RulesEngineArgument;<Empty>;7a2e8b57-84fe-d775-0000-00006567aea4;;;;
Systemvariable;Workingday;Result;false;7a2e8b57-84fe-d775-0000-00006567aea4;;;;
Parameter;Cycle;RulesEngineArgument;Freizeit;7a2e8b57-84fe-d775-0000-000065690031;end-of-day;1701380145627;Success;
Systemvariable;DailyEvents;Result;"T0:7.0;T1:8.15;T6:17.15";7a2e8b57-84fe-d775-0000-000065690031;;;;
Parameter;Date;RulesEngineArgument;01.12.2023;7a2e8b57-84fe-d775-0000-000065690031;;;;
Systemvariable;LastBatchrun;Result;30.11.2023-22:35:47;7a2e8b57-84fe-d775-0000-000065690031;;;;
Parameter;MaxForecastTemperature;RulesEngineArgument;1.59;7a2e8b57-84fe-d775-0000-000065690031;;;;
Parameter;MaxSunDownTime;Configuration;22:15;7a2e8b57-84fe-d775-0000-000065690031;;;;
Parameter;MaxSunUpTime;Configuration;10:00;7a2e8b57-84fe-d775-0000-000065690031;;;;
Parameter;MinSunDownTime;Configuration;17:15;7a2e8b57-84fe-d775-0000-000065690031;;;;
Parameter;MinSunUpTime;Configuration;05:30;7a2e8b57-84fe-d775-0000-000065690031;;;;
Systemvariable;Month;Result;11;7a2e8b57-84fe-d775-0000-000065690031;;;;
Parameter;ShadowTemperature;Configuration;25.0;7a2e8b57-84fe-d775-0000-000065690031;;;;
Parameter;ShadowTime;Configuration;09:00;7a2e8b57-84fe-d775-0000-000065690031;;;;
Parameter;SunDownTime;RulesEngineArgument;16:33;7a2e8b57-84fe-d775-0000-000065690031;;;;
Parameter;SunUpDownType;Configuration;Mathematical;7a2e8b57-84fe-d775-0000-000065690031;;;;
Parameter;SunUpTime;RulesEngineArgument;08:15;7a2e8b57-84fe-d775-0000-000065690031;;;;
Systemvariable;Temperature;Result;1.590000;7a2e8b57-84fe-d775-0000-000065690031;;;;
Systemvariable;Time;Result;0;7a2e8b57-84fe-d775-0000-000065690031;;;;
Systemvariable;TimerEvents;Result;0;7a2e8b57-84fe-d775-0000-000065690031;;;;
Parameter;UpTime;Configuration;07:00;7a2e8b57-84fe-d775-0000-000065690031;;;;
Parameter;UpdateTime;RulesEngineArgument;<Empty>;7a2e8b57-84fe-d775-0000-000065690031;;;;
Systemvariable;Workingday;Result;false;7a2e8b57-84fe-d775-0000-000065690031;;;;
Parameter;Cycle;RulesEngineArgument;Freizeit;7a2e8b57-84fe-d775-0000-0000656a519e;end-of-day;1701466526465;Success;
